Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
BHARTIARTL,EQ,04-03-2021,546.3,540,546,538,539.95,539.6,540.38,17352483,9376887662,188724,8188706,47.19
BHARTIARTL,EQ,05-03-2021,539.6,535,538.5,524.4,533.8,532.8,532.15,16351700,8701568566,182600,6988800,42.74
BHARTIARTL,EQ,08-03-2021,532.8,531,535.45,524.75,525.25,525.7,528.93,15011518,7940064973,206029,8587620,57.21
BHARTIARTL,EQ,09-03-2021,525.7,530.1,532,514.3,522.4,521.75,521.98,19809833,10340276015,247460,8904176,44.95
BHARTIARTL,EQ,10-03-2021,521.75,520.2,530.5,516.35,526,525.85,523.89,18663334,9777519895,194438,7463429,39.99
BHARTIARTL,EQ,12-03-2021,525.85,530.55,532.75,521.55,524,524.2,527.94,11410264,6023904033,206133,4680628,41.02
BHARTIARTL,EQ,15-03-2021,524.2,527.8,527.8,516.4,522.5,522.85,521.77,10676602,5570683697,149965,4009779,37.56
BHARTIARTL,EQ,16-03-2021,522.85,524,533.75,524,530.05,529.3,529.92,13007824,6893084058,157872,4684129,36.01
BHARTIARTL,EQ,17-03-2021,529.3,528.8,531,519,522.9,522.9,522.92,8326430,4354061121,110807,3729635,44.79
BHARTIARTL,EQ,18-03-2021,522.9,529.85,532.2,515.35,530.75,527.2,523.97,12235615,6411046946,168190,3969755,32.44
BHARTIARTL,EQ,19-03-2021,527.2,528,534.75,525.5,531.9,529.95,530.33,48683525,25818105416,241657,26803620,55.06
BHARTIARTL,EQ,22-03-2021,529.95,533.05,534,523,527,528,527.46,13331409,7031845755,157176,5372570,40.3
BHARTIARTL,EQ,23-03-2021,528,529.7,532.45,522.15,528.6,529.25,527.11,14958494,7884828195,151964,6995411,46.77
BHARTIARTL,EQ,24-03-2021,529.25,528,533.45,521.5,522.25,523.65,528.12,10602439,5599337216,124348,3704628,34.94
BHARTIARTL,EQ,25-03-2021,523.65,523.4,523.65,499.55,507.2,507.75,510.86,17248482,8811620260,222200,5832926,33.82
BHARTIARTL,EQ,26-03-2021,507.75,512.1,524.9,510.6,523.25,522.5,518.76,10943035,5676774107,141501,3725203,34.04
BHARTIARTL,EQ,30-03-2021,522.5,527.8,527.9,516.25,522.35,521.5,521.49,10494794,5472898568,133631,4648204,44.29
BHARTIARTL,EQ,31-03-2021,521.5,522.35,525.9,516.25,516.6,517.3,520.25,7570387,3938520814,86424,3057399,40.39
BHARTIARTL,EQ,01-04-2021,517.3,519.95,523.9,514.55,520.45,520.8,519.84,6980458,3628704762,83069,2880529,41.27
BHARTIARTL,EQ,05-04-2021,520.8,520.8,529,514.6,528.05,528.25,521.82,9203847,4802722483,92553,2821698,30.66
BHARTIARTL,EQ,06-04-2021,528.25,528.5,537.85,524.55,532.5,532.2,532.86,12873443,6859684394,133794,4322722,33.58
BHARTIARTL,EQ,07-04-2021,532.2,537,546.9,535.25,541,541.6,542.17,20997280,11384107645,192193,7853925,37.4
BHARTIARTL,EQ,08-04-2021,541.6,546.8,548.55,540.5,542,543,544.62,11157958,6076850707,113476,3153147,28.26
BHARTIARTL,EQ,09-04-2021,543,539.5,549.75,536.5,544.35,545.25,543.69,11426998,6212767262,120161,3156352,27.62
BHARTIARTL,EQ,12-04-2021,545.25,537.55,538.85,518.5,523.5,522.45,526.6,9687846,5101596995,131068,3848839,39.73
BHARTIARTL,EQ,13-04-2021,522.45,526.4,540,523.1,536.85,536.15,530.96,6535007,3469800867,90447,2169720,33.2
BHARTIARTL,EQ,15-04-2021,536.15,540,546.15,530.25,538.05,539.35,538.26,9805711,5278033640,104489,3407798,34.75
BHARTIARTL,EQ,16-04-2021,539.35,540.05,544.15,538,539,540.75,541.28,6157781,3333066009,68143,2882361,46.81
BHARTIARTL,EQ,19-04-2021,540.75,532.25,535,523.25,526.6,526.45,527.42,7232945,3814784409,112044,3115681,43.08
BHARTIARTL,EQ,20-04-2021,526.45,529,537,525.9,529,530.2,531.74,7233304,3846248823,82776,3258127,45.04
BHARTIARTL,EQ,22-04-2021,530.2,530,533.4,526.05,530.1,530.85,530.11,6552131,3473379510,98115,3224101,49.21
BHARTIARTL,EQ,23-04-2021,530.85,529,532.45,519.1,522.75,522.6,525.85,6992388,3676918379,94602,3237319,46.3
BHARTIARTL,EQ,26-04-2021,522.6,522.75,528.5,522.75,527.2,527.55,526.12,5819893,3061970699,70201,2682701,46.1
BHARTIARTL,EQ,27-04-2021,527.55,527.45,538.55,526.25,535.5,534.3,534.45,9693047,5180449355,99563,3413478,35.22
BHARTIARTL,EQ,28-04-2021,534.3,535.95,548,535.6,543.75,544.3,542.82,11970652,6497866112,125600,4344243,36.29
BHARTIARTL,EQ,29-04-2021,544.3,549.7,550,539.1,540.2,540.85,542.81,8683857,4713693575,98579,3138384,36.14
BHARTIARTL,EQ,30-04-2021,540.85,533.5,547,533.5,535.5,536.75,540.94,8178192,4423888615,106580,3045108,37.23
BHARTIARTL,EQ,03-05-2021,536.75,530,562.5,529.05,561.05,558.85,547.44,14288088,7821900426,144212,5353429,37.47
BHARTIARTL,EQ,04-05-2021,558.85,565.95,565.95,546.7,551.45,552.45,557.72,13934607,7771656551,156159,4821183,34.6
BHARTIARTL,EQ,05-05-2021,552.45,556.9,564.95,554,560,559.95,560.72,11872729,6657315675,173748,4054526,34.15
BHARTIARTL,EQ,06-05-2021,559.95,559.95,564.4,552.6,558.3,558.75,558.34,9000753,5025504841,91956,3353990,37.26
BHARTIARTL,EQ,07-05-2021,558.75,561.2,572.9,556.9,568.1,568.5,567.84,12656867,7187072891,159909,4168641,32.94
BHARTIARTL,EQ,10-05-2021,568.5,572,577,569.1,571.4,572.55,573.54,8211446,4709582275,127435,3467551,42.23
BHARTIARTL,EQ,11-05-2021,572.55,565.5,574.85,564.05,567.3,568.4,569.56,7885422,4491212893,94878,3154106,40
BHARTIARTL,EQ,12-05-2021,568.4,568,569.15,558.2,562,561.75,563.82,6689476,3771645448,86365,2283957,34.14
BHARTIARTL,EQ,14-05-2021,561.75,564,569.35,556.15,560.05,560.4,562.46,7555855,4249858578,113531,2235511,29.59
BHARTIARTL,EQ,17-05-2021,560.4,563.95,563.95,545.8,547.8,549.65,551.79,13424956,7407763709,178943,5001960,37.26
BHARTIARTL,EQ,18-05-2021,549.65,547.5,552.9,534.55,536.8,536.35,540.86,34324460,18564867278,365295,14127966,41.16
BHARTIARTL,EQ,19-05-2021,536.35,537.9,540.55,526.2,527.95,528.2,531.4,19223054,10215112223,253054,10155117,52.83
BHARTIARTL,EQ,20-05-2021,528.2,531,531,520,521.2,520.65,523.54,13777903,7213285932,180741,7365177,53.46
BHARTIARTL,EQ,21-05-2021,520.65,523.25,533.3,522,530.8,530.95,529.34,10299402,5451932192,146363,4232605,41.1
BHARTIARTL,EQ,24-05-2021,530.95,531,533,526,526.95,526.8,528.25,6268351,3311233393,100717,2249792,35.89
BHARTIARTL,EQ,25-05-2021,526.8,529.9,530.8,524.5,526.5,526.1,527.56,9239443,4874387127,130566,4874766,52.76
BHARTIARTL,EQ,26-05-2021,526.1,529,530.8,525,525.35,525.75,527.45,6781577,3576925772,94100,3005528,44.32
BHARTIARTL,EQ,27-05-2021,525.75,526.1,527,518.7,520.5,519.8,521.24,22363299,11656699297,168508,15838685,70.82
BHARTIARTL,EQ,28-05-2021,519.8,522.25,528.5,520.4,524.5,523.6,524.41,10060110,5275656923,122048,4417063,43.91
BHARTIARTL,EQ,31-05-2021,523.6,525.5,536,525.1,536,534.9,532.52,12567516,6692501618,138319,5213870,41.49
BHARTIARTL,EQ,01-06-2021,534.9,537.45,538.4,530.3,533,532.9,533.49,8280431,4417544303,105694,2787566,33.66
BHARTIARTL,EQ,02-06-2021,532.9,529.9,534.6,528,529.5,529.5,530.22,10372845,5499910242,111242,6556257,63.21
BHARTIARTL,EQ,03-06-2021,529.5,530,533.4,528.5,531.2,532.05,531.21,6174103,3279761456,112639,3103456,50.27
BHARTIARTL,EQ,04-06-2021,532.05,533.95,535.8,531.2,532.6,532.7,533.34,4788898,2554100070,86667,2016334,42.1
BHARTIARTL,EQ,07-06-2021,532.7,534,541,533,536.3,536.45,537.66,9496183,5105741297,125647,5043062,53.11
BHARTIARTL,EQ,08-06-2021,536.45,538.1,548,534,547.5,546.8,541.3,12586649,6813116865,141711,6511061,51.73
BHARTIARTL,EQ,09-06-2021,546.8,549.9,551.5,535.35,539.9,540,544.6,12440819,6775299669,136020,6043393,48.58
BHARTIARTL,EQ,10-06-2021,540,543.9,547.85,540.35,545,545.15,544.66,6888855,3752090658,70634,3770725,54.74
BHARTIARTL,EQ,11-06-2021,545.15,545.5,549.75,540.05,541.5,540.85,544.2,7634036,4154426547,92073,4304026,56.38
BHARTIARTL,EQ,14-06-2021,540.85,540.85,540.85,529.3,539.5,539.35,536.56,5609077,3009623906,68150,2583845,46.07
BHARTIARTL,EQ,15-06-2021,539.35,541,543.65,538.4,541.65,542.5,541.67,7130896,3862612357,98569,3829045,53.7
BHARTIARTL,EQ,16-06-2021,542.5,543.8,543.8,534.9,536,536.75,537.92,9860470,5304126675,101959,5870976,59.54
BHARTIARTL,EQ,17-06-2021,536.75,539.5,541.25,527.05,528.2,528.65,533.54,10026485,5349557377,116401,5258372,52.44
